name,category,sub_category,website,description,february,april,may,average_time_on_website,may_normalized,change_normalized,average_time_normalized,tts,popularity,growth,engagement
BHuman,Productivity,Personalized Videos,https://bhuman.ai,foster human connections at scale with customers by leveraging our groundbreaking ai that enables you to make personalized videos at scale that look real.,248746.000,209436.000,181866.000,207.680,0.609,0.261,0.685,6.046,6.090,2.610,6.850
Nanonets,Coding,Low-code/no-code,https://nanonets.com,"ai-based intelligent document processing with nanonets' self-learning ocr. automate data capture from invoices, receipts, passports, id cards & more!",372290.000,505442.000,473715.000,109.633,0.708,0.742,0.430,6.002,7.080,7.420,4.300
Marketplan,Productivity,Productivity,https://marketplan.io,"platformbuilt for youresourcespricing demo log infree accountplatformbuilt for youresourcespricing demo log infree accountthe all in one marketing platform plan, execute, project, and optimize your entire marketing strategy all from one powerful place.get free accountsee how it worksmarketplan works in every stage of your marketing journey more than 10 built-for-marketing mini apps join our thousands of […]",102952.000,80435.000,80226.000,258.421,0.516,0.300,0.778,5.992,5.160,3.000,7.780
Tabnine,Coding,Code Assistant,https://www.tabnine.com,"whether you’re part of a team, or a developer working on your own, tabnine will help you write code faster – all in your favorite ide.",2625309.000,2212099.000,2031991.000,85.354,0.847,0.296,0.362,5.979,8.470,2.960,3.620
Genei,Content Creation,Summarizer,https://genei.io,"genei is a intelligent research tool enabling you to improve productivity by using a custom ai algorithm to summarise articles, analyse research and find key information, instantly.",351169.000,431352.000,237848.000,182.992,0.643,0.228,0.627,5.951,6.430,2.280,6.270
BlackInk,Productivity,Life Assistant,https://blackink.ai,create your own unique flash tattoo in seconds.,40182.000,64611.000,101046.000,160.041,0.546,0.927,0.572,5.945,5.460,9.270,5.720
Pinegraph,Design,Design Assistant,https://pinegraph.com/,pinegraph | ai art sketchpad,51733.000,154786.000,43890.000,336.463,0.410,0.379,0.879,5.945,4.100,3.790,8.790
Profile Picture AI,Design,Avatars,https://www.profilepicture.ai,"your profile picture is the first thing people see when they look at your profile. we use artificial intelligence to generate pfps of you that looks perfect and captures who you are. make a profile picture with ai, you can be anything, anywhere, or anyone!",851248.000,561468.000,404130.000,166.823,0.688,0.115,0.592,5.923,6.880,1.150,5.920
Scene One,Content Creation,Story Teller,https://sceneone.app,"free online novel writing software. sceneone.app works in your browser and on every device, including your phone! write your first story for free with an app created by writers for writers. write the way you want and not be constrained by someone else's style. write smarter with our tools, and always have up-to-date software.",26708.000,26884.000,30863.000,359.576,0.332,0.674,0.894,5.910,3.320,6.740,8.940
VisualHound,Industry-specific,Fashion,https://visualhound.com,VisualHound is a service that allows users to create realistic product images using artificial intelligence. This can be used to create moodboards and boost the design process. The service is free for 5 images.,6680.000,7535.000,37967.000,246.299,0.375,0.983,0.761,5.902,3.750,9.830,7.610
Excel Formula Bot,Management,Spreadsheets,https://excelformulabot.com,transform your text instructions into excel & google sheets formulas in seconds with the help of ai.,1019668.000,1111616.000,507532.000,149.580,0.713,0.126,0.541,5.855,7.130,1.260,5.410
Subtxt,Content Creation,Story Teller,https://subtxt.app,"subtxt is the only intelligent outliner that works with your writer's intuition, not against it.",28123.000,27195.000,28370.000,469.155,0.299,0.556,0.945,5.831,2.990,5.560,9.450
Audiolabs,Content Creation,Video Generator,https://audiolabs.io,"looking to reach new listeners with your podcast content? lean into short-form video and publish snippets to tiktok, youtube shorts and other video apps.",93406.000,117719.000,64275.000,281.916,0.476,0.233,0.804,5.829,4.760,2.330,8.040
Bria,Content Creation,Image Editing,https://bria.ai,"create faster, better customized visual content at scale with bria’s proprietary generative ai technology.",25646.000,70196.000,77814.000,163.726,0.506,0.953,0.580,5.803,5.060,9.530,5.800
Contentfries,Content Creation,Video Editing,https://contentfries.com,content multiplier app to help you spread your message as far and wide as possible - contentfries,49061.000,45473.000,48675.000,260.175,0.426,0.542,0.779,5.788,4.260,5.420,7.790
Repl AI,Marketing,Social Media Assistant,https://replai.so,rocketship your twitter audience with ai-autosuggest 🚀 comment and respond to 10x more people in 2 minutes.,36196.000,54029.000,53456.000,212.731,0.436,0.807,0.700,5.787,4.360,8.070,7.000
Axiom,Coding,Low-code/no-code,https://axiom.ai,"build browser bots quickly, without code. automate website actions and repetitive tasks using just your browser, on any website or web app.",479182.000,576188.000,415445.000,121.045,0.697,0.403,0.474,5.784,6.970,4.030,4.740
Upword,Content Creation,Summarizer,https://upword.ai,Upword.ai is a content summarization tool that uses AI to process information and create summary documents.,2162466.000,382486.000,223416.000,191.015,0.638,0.012,0.645,5.782,6.380,0.120,6.450
Generated Photos,Customer Support,Search Engine,https://generated.photos,"ai-generated images have never looked better. explore and download our diverse, copyright-free headshot images from our production-ready database.",866013.000,822777.000,794435.000,95.062,0.753,0.448,0.388,5.765,7.530,4.480,3.880
Unscreen.com,Content Creation,Video Editing,https://unscreen.com,"remove the background of any video - 100% automatically, online & free! goodbye greenscreen. hello unscreen.",1174144.000,1139370.000,1031804.000,82.743,0.789,0.413,0.348,5.750,7.890,4.130,3.480
HelloScribe,Content Creation,General Writing,https://helloscribe.ai,meet the a.i-partner that helps you write original content and flawless copy in seconds.,122722.000,51129.000,41575.000,440.569,0.395,0.060,0.927,5.743,3.950,0.600,9.270
Mintlify,Coding,Developer Tools,https://mintlify.com,"build the documentation you've always wanted. beautiful out of the box, easy to maintain, and optimized for user engagement.",50208.000,77641.000,77550.000,167.385,0.504,0.825,0.599,5.741,5.040,8.250,5.990
Sheet AI,Management,Spreadsheets,https://sheetai.app,sheetai is a google sheets add-on that helps you unlock the power of ai in your spreadsheets.,60663.000,64580.000,58801.000,232.564,0.458,0.512,0.733,5.734,4.580,5.120,7.330
typly,Productivity,Productivity,https://typly.app,"Typly is an AI-powered keyboard app that provides users with suggested responses to messages, based on the context of the conversation. The app also offers a dating function, which suggests flirting sentences to users based on image processing techniques, analyzed descriptions and successful conversations. Additionally, Typly offers a marketplace of sentence bundles, which allows users to diversify their conversations with text from movies, viral posts or specialist jargon.",16854.000,59321.000,23813.000,352.061,0.269,0.785,0.891,5.694,2.690,7.850,8.910
Diagram,Design,Design Assistant,https://diagram.com,generative creativity,174186.000,117976.000,245291.000,106.779,0.647,0.779,0.420,5.694,6.470,7.790,4.200
Designify,Design,Design Assistant,https://www.designify.com/,create exceptional product photos and more: pick any image to start the magic ✨,396917.000,371114.000,275031.000,150.348,0.653,0.243,0.546,5.692,6.530,2.430,5.460
Autodraw,Design,Design Assistant,https://autodraw.com,fast drawing for everyone. autodraw pairs machine learning with drawings from talented artists to help you draw stuff fast.,1854904.000,1670606.000,1432115.000,74.978,0.816,0.291,0.322,5.659,8.160,2.910,3.220
Evoto AI,Content Creation,Image Editing,https://evoto.ai,"Evoto is an AI-powered image editor that simplifies your workflow and unleashes your creativity. With Evoto, you can quickly touch-up your photos, add a glow effect, or make precise adjustments to different elements of your photo.",406742.000,258191.000,228270.000,160.547,0.642,0.153,0.574,5.659,6.420,1.530,5.740
TLDR this,Content Creation,Summarizer,https://tldrthis.com,"tldr this is a free online text summarizing tool that automatically condenses long articles, documents, essays, or papers into key summary paragraphs using state-of-the-art ai.",643702.000,411955.000,407947.000,128.885,0.692,0.203,0.496,5.647,6.920,2.030,4.960
Opus,Content Creation,Video Generator,https://opus.ai,"Opus.ai provides a service that helps businesses to automate the process of extracting data from documents. It uses artificial intelligence and natural language processing to identify and extract data from documents, and then stores the data in a structured format that can be easily accessed and analyzed.",100980.000,239828.000,169779.000,111.902,0.599,0.860,0.443,5.627,5.990,8.600,4.430
Andi,Customer Support,Search Engine,https://andisearch.com,"andi is search for the next generation using generative ai. instead of just links, andi gives you answers - like chatting with a smart friend",841507.000,825783.000,569836.000,111.626,0.726,0.226,0.439,5.612,7.260,2.260,4.390
Cleanvoice AI,Content Creation,Audio Editing,https://cleanvoice.ai,"cleanvoice is an artificial intelligence, which removes filler sounds (uh’s, um’s), mouth sounds (ex. lip-smacking) and stuttering from your podcast or audio recording.",120683.000,104204.000,94305.000,190.087,0.537,0.301,0.643,5.558,5.370,3.010,6.430
Go Charlie,Design,Image Generator,https://gocharlie.ai,"meet charlie, a content marketers best friend charlie helps you create engaging social media posts, blogs, images and website content in seconds sign up now no credit card required. how charlie works 1. pick your use case pick from image, blog, or 60+ marketing copy use cases try it out 2. input description input an",161529.000,138546.000,91941.000,208.098,0.529,0.160,0.688,5.557,5.290,1.600,6.880
Reface AI,Design,Avatars,https://hey.reface.ai,"reface is an app where you can swap faces in the videos, gifs and memes with just one selfie.",634167.000,671408.000,638927.000,74.650,0.740,0.554,0.320,5.534,7.400,5.540,3.200
Looria,Customer Support,Search Engine,https://looria.com,looria collects product reviews and prices from across the internet for the world's most popular products.,742050.000,550804.000,513436.000,107.361,0.715,0.240,0.425,5.515,7.150,2.400,4.250
Durable AI,Coding,Low-code/no-code,https://durable.ai,"generate personalized custom software with generative ai,without ever touching code.",29145.000,50036.000,80873.000,127.361,0.519,0.945,0.493,5.512,5.190,9.450,4.930
Stylized,Design,Image Generator,https://stylized.ai,The website provides a virtual product staging service that allows users to see how products would look in their home before they purchase them. The service uses artificial intelligence to generate realistic 3D images of products in different environments.,61592.000,152166.000,80618.000,147.569,0.517,0.759,0.539,5.500,5.170,7.590,5.390
Bearly,Content Creation,Summarizer,https://bearly.ai,"read, write, and learn faster with the world best ai accessible with a hotkey directly on your desktop. available for mac, windows & linux.",506927.000,828807.000,412329.000,104.661,0.695,0.336,0.413,5.463,6.950,3.360,4.130
DoNotPay,Industry-specific,Legal Assistant,https://donotpay.com,"continue surfing free trials, beating parking tickets, suing robocallers for cash, and more.",3067168.000,1486209.000,1561701.000,71.610,0.826,0.131,0.300,5.461,8.260,1.310,3.000
Bg.Eraser,Content Creation,Image Editing,https://bgeraser.com,"bg eraser is a free pictrue clean up tool online. it provides both magic eraser and background eraser tools. clean up and remove unwanted objects, watermarks and background with the ai inpainting tec.",103315.000,117234.000,115924.000,136.768,0.552,0.644,0.514,5.460,5.520,6.440,5.140
Kore.ai,Customer Support,Customer Support,https://kore.ai/,kore.ai automates front-office and back-office interactions for every industry by deploying conversational ai-first virtual assistants and process assistants.,133686.000,135535.000,125874.000,145.966,0.569,0.483,0.531,5.452,5.690,4.830,5.310
growthbar,Marketing,SEO,https://growthbarseo.com,write seo-optimized long-form content that google loves 10x faster. growthbar's ai practically writes blog posts for you and shows you how to optimize them to rank on google. get 5 days of free usage today!,139403.000,131726.000,123974.000,149.934,0.564,0.424,0.544,5.420,5.640,4.240,5.440
Convai,Productivity,Text To Speech,https://convai.com,"conversational ai based service for games, metaverse, xr and more, to bring your characters to life.",16750.000,26496.000,55862.000,153.004,0.448,0.960,0.554,5.416,4.480,9.600,5.540
Fig AI,Coding,Code Assistant,https://fig.io/user-manual/ai,the next-generation command line.,127860.000,135718.000,135128.000,125.418,0.574,0.592,0.488,5.414,5.740,5.920,4.880
Copysmith,Content Creation,Copywriting,https://copysmith.ai/,the chosen ai copywriting software for ecommerce teams & agencies. generate more revenue than ever before. sign up for your free trial today.,193292.000,189049.000,172719.000,126.722,0.600,0.433,0.491,5.397,6.000,4.330,4.910
ParagraphAI,Content Creation,General Writing,https://paragraphai.com,write and reply with paragraph ai. create professional written content and drafts for any purpose with ease by using our ai writing assistant.,417261.000,366684.000,285223.000,119.413,0.658,0.231,0.469,5.397,6.580,2.310,4.690
Digital First AI,Content Creation,Copywriting,https://digitalfirst.ai,meet digitalfirst.ai - a revolutionary tool that will allow you to find a tactic to solve any marketing problem and help you use it without prior experience and the help of specialists.,75211.000,66667.000,71119.000,176.388,0.491,0.488,0.612,5.391,4.910,4.880,6.120
Enterpix,Design,Image Generator,https://enterpix.app,"get inspired by creative artworks generated by midjourney, dall·e, stable-diffusion, novelai and more. add your favorite images to your collection.",11526.000,22422.000,30133.000,217.458,0.322,0.933,0.706,5.367,3.220,9.330,7.060
Chatbotkit,Coding,Developer Tools,https://chatbotkit.com,chatbotkit makes it easy for developers and non-developers alike to build chatbots that can communicate with users in natural language.,142505.000,60826.000,64145.000,226.076,0.474,0.103,0.720,5.353,4.740,1.030,7.200
Stable Horde,Design,Image Generator,https://stablehorde.net,"The website provides a crowdsourced distributed cluster of image generation workers and text generation workers. If you like this service, consider joining the horde yourself!",110459.000,97641.000,192497.000,82.657,0.617,0.869,0.345,5.334,6.170,8.690,3.450
Vizcom,Design,Design Assistant,https://www.vizcom.ai/,create stunning 3d renderings effortlessly with our quick sketch tool. save time and eliminate manual rendering with instant high-quality results. try it now and transform your designs in seconds!,122090.000,79462.000,78872.000,189.843,0.511,0.210,0.642,5.333,5.110,2.100,6.420
Soreal.AI Studio,Design,Image Generator,https://soreal.ai,The SOREAL website provides a cloud-based AI service that enables users to generate custom AI images. The service is easy to use and only requires a user to upload photos and specify what they want to see. The service is free to use and provides high-quality AI images.,13955.000,13503.000,14018.000,520.234,0.186,0.552,0.962,5.330,1.860,5.520,9.620
ChatGPT Writer,Marketing,Email Assistant,https://chatgptwriter.ai,free chrome extension that uses chatgpt ai to generate entire emails or replies based on a few keywords that you input. currently supported for gmail. linkedin and outlook coming soon.,1111671.000,2914203.000,840887.000,73.261,0.765,0.281,0.305,5.326,7.650,2.810,3.050
Emergent Drums,Entertainment,Music,https://audialab.com,"Audialab provides a cutting-edge generative AI plugin that can create infinite drum samples from scratch. The plugin can be used to create variations on existing samples, or to generate new samples from scratch. The plugin is also capable of layering samples and applying effects like clipping, filtering, and pitch-shifting.",35544.000,47504.000,60846.000,145.748,0.464,0.865,0.527,5.293,4.640,8.650,5.270
LuciaAI,Content Creation,General Writing,https://luciaai.com,"The website provides a writing assistant that uses artificial intelligence technology to help users write faster and better. The assistant can generate whole paragraphs by describing what the user wants to write, rephrase text to make it more interesting and engaging, expand text by adding more details, shorten text by removing unnecessary details, and make writing sound more sophisticated and intelligent. The assistant can also generate study notes and questions for a test or exam, and write product descriptions, blog post ideas, and tweets.",42052.000,45059.000,40032.000,225.127,0.388,0.489,0.716,5.293,3.880,4.890,7.160
Tiledesk,Customer Support,Customer Support,https://tiledesk.com/,combine free live chat with open-source chatbots to boost roi. integrate chatbots with whatsapp or other channels to have one inbox for all communications.,41129.000,38868.000,40599.000,211.350,0.391,0.539,0.697,5.282,3.910,5.390,6.970
GGPredict,Entertainment,Gaming,https://ggpredict.io,we see the world of esports from an analytical perspective. analyze. train. improve!,41862.000,48363.000,56626.000,157.753,0.449,0.765,0.567,5.278,4.490,7.650,5.670
Hama - Image Editing,Content Creation,Image Editing,https://hama.app,amazing photo eraser,113252.000,111746.000,93724.000,157.008,0.534,0.348,0.562,5.266,5.340,3.480,5.620
Papercup,Content Creation,Video Editing,https://papercup.com,next-gen ai dubbing service that automates video translation. now you can localize your videos into multiple languages with a human-sounding voiceover at scale.,243526.000,245608.000,190629.000,120.681,0.612,0.303,0.473,5.255,6.120,3.030,4.730
"Hey, GitHub!",Coding,Code Assistant,https://githubnext.com/projects/hey-github,github next investigates the future of software development,1447353.000,1324223.000,641349.000,84.658,0.743,0.100,0.357,5.243,7.430,1.000,3.570
Topicmojo,Marketing,SEO,https://topicmojo.com,"perform research on any certain topic whether you are a marketer, teacher, writer or a student. topic mojo makes it easy for everyone.",19295.000,17907.000,17991.000,383.535,0.227,0.468,0.902,5.211,2.270,4.680,9.020
Aragon - Image Generation,Design,Image Generator,https://aragon.ai,get hired faster with ai-generated professional headshots!,17073.000,30562.000,186066.000,69.870,0.610,0.997,0.290,5.207,6.100,9.970,2.900
Ortto,Marketing,Email Assistant,https://ortto.com,"ortto's marketing automation and customer data platform unifies your data, messaging and analytics on a single platform.",63637.000,48289.000,52844.000,200.532,0.433,0.356,0.668,5.193,4.330,3.560,6.680
PromptBox,Marketing,Prompts,https://promptbox.ai,"prompt box allows you to save, organize, copy, and paste your artificial intelligence (ai) prompts.",68008.000,114142.000,125614.000,85.889,0.567,0.880,0.368,5.187,5.670,8.800,3.680
Xpression Camera,Content Creation,Video Generator,https://xpressioncamera.com,"become anyone on zoom, twitch, or any streaming video",212858.000,183299.000,198959.000,99.138,0.620,0.471,0.401,5.175,6.200,4.710,4.010
AI Art Apps Database,Management,Resources,https://aiartapps.com,"The AI service provided by the website at https://aiartapps.com is a platform that allows users to create and share AI-generated art. The platform provides access to a variety of tools and resources, including a gallery of AI-generated art, a community of AI artists, and a marketplace for AI-generated art.",46815.000,54939.000,60472.000,138.871,0.463,0.750,0.521,5.149,4.630,7.500,5.210
Colourlab,Content Creation,Video Editing,https://colourlab.ai,colourlab ai powering those ‘i made that’ moments. ai-powered color grading software that hollywood content creators rely on. used by 500+ post-production houses connects seamlessly with your editing software try for free try at no cost no credit card required watch a demo color engine trusted by the best beautiful film at the click of […],42017.000,45216.000,47028.000,166.458,0.423,0.639,0.590,5.114,4.230,6.390,5.900
In3D,Design,Avatars,https://in3d.io/,in3d turns people into realistic full body 3d avatars within a minute with just a phone camera. use in3d avatar sdk to integrate in your product.,45877.000,85230.000,74075.000,112.468,0.496,0.845,0.446,5.109,4.960,8.450,4.460
Infranodus,Marketing,Sales,https://infranodus.com,"network analysis and visualization tool for text mining, topic modeling, data analysis, and structural gap detection.",11115.000,11760.000,13525.000,328.445,0.181,0.717,0.869,5.098,1.810,7.170,8.690
Endel,Entertainment,Music,https://endel.io,"personalized soundscapes to help you focus, relax, and sleep. backed by neuroscience.",266837.000,138104.000,161503.000,124.407,0.594,0.183,0.481,5.077,5.940,1.830,4.810
Quicklines,Marketing,Email Assistant,https://quicklines.ai,quicklines is your new ai powered cold outreach assistant. we help you scale your cold email campaigns with our in-depth social scraping and natural language first-line writing platform.,37587.000,42359.000,17448.000,544.293,0.219,0.110,0.967,5.073,2.190,1.100,9.670
Chai,Entertainment,Gaming,https://chai.ml,chai is the worlds largest conversational-ai platform for entertainment. we serve 500 million ai generated messages a month.‍our mission is building the worlds most entertaining conversational-ai.,1291792.000,466686.000,539953.000,80.352,0.721,0.090,0.337,5.043,7.210,0.900,3.370
WordfixerBot,Content Creation,Summarizer,https://wordfixerbot.com,wordfixerbot's paraphrasing tool is the perfect tool to help you quickly and accurately rephrase any text. get started now and make your writing stand out!,31897.000,44942.000,44354.000,149.662,0.415,0.774,0.542,5.017,4.150,7.740,5.420
CrawlQ.ai,Marketing,Social Media Assistant,https://crawlq.ai,"crawlq is an ai content intelligence & strategy platform that helps you research, plan, and craft ""brand love"" with your audience",42520.000,40436.000,39881.000,191.950,0.386,0.474,0.648,4.996,3.860,4.740,6.480
Contents,Content Creation,Copywriting,https://contents.com,"generative ai platform to support businesses in creating high-performing, original & seo-optimized content 10x faster.",223173.000,261179.000,248224.000,63.533,0.648,0.632,0.275,4.972,6.480,6.320,2.750
Gling,Content Creation,Video Editing,https://gling.ai,"creator, get your time back. our ai will cut silences and bad takes for you so you can focus on your youtube videos",19975.000,88845.000,90081.000,80.777,0.524,0.977,0.338,4.949,5.240,9.770,3.380
Postaga,Marketing,Email Assistant,https://postaga.com,"generate more leads, build relationships, and get backlinks with an effective, easy, cold email and sales outreach platform.",41678.000,57293.000,62990.000,111.455,0.471,0.814,0.438,4.921,4.710,8.140,4.380
DreamPic.AI,Design,Avatars,https://dreampic.ai/,"create ai generated avatars, userpics, profile pictures for you and your friends. upload your photos, select style and let ai do the job. powered by stable diffusion and dreambooth.",22991.000,31248.000,40496.000,140.857,0.390,0.870,0.522,4.908,3.900,8.700,5.220
Spellbook,Industry-specific,Legal Assistant,https://spellbook.legal,"spellbook uses gpt-3 to review and suggest language for your contracts, right in microsoft word.",81489.000,127364.000,114864.000,82.236,0.551,0.780,0.343,4.907,5.510,7.800,3.430
Text Generator Plugin,Content Creation,General Writing,https://text-gen.com,text generator plugin,23916.000,36248.000,35934.000,154.001,0.365,0.812,0.559,4.873,3.650,8.120,5.590
Heyday,Management,Memory,https://heyday.xyz,"heyday resurfaces content you forgot about with enhanced search results, article overlays, and a knowledge base that fills itself.",69888.000,78498.000,79594.000,102.207,0.514,0.657,0.410,4.867,5.140,6.570,4.100
Lensa,Design,Avatars,https://prisma-ai.com/lensa,building the future of photo and video editing.,411712.000,484000.000,392579.000,53.611,0.682,0.493,0.239,4.859,6.820,4.930,2.390
Radiant Photo,Content Creation,Image Editing,https://radiantimaginglabs.com,"get superior quality finished photos with perfect color rendition, delivered to you in record time. your photos — simply radiant.",37115.000,38245.000,26413.000,272.334,0.284,0.251,0.796,4.855,2.840,2.510,7.960
AI-Writer,Marketing,SEO,https://ai-writer.com,"submit a headline, get an article, as simple as that. start your 7-day trial now and see for yourself!",313518.000,197723.000,162165.000,109.730,0.595,0.136,0.433,4.843,5.950,1.360,4.330
Proposal Genie,Content Creation,General Writing,https://proposalgenie.ai,"The website provides an AI-powered platform that helps users create tailored proposals for jobs in all industries. The platform includes customizable templates, keyword search tools, and analytics and tracking tools.",18648.000,27006.000,22599.000,214.528,0.262,0.714,0.703,4.836,2.620,7.140,7.030
Closers Copy,Marketing,SEO,https://closerscopy.com,The website provides a copywriting service that uses AI to help users write better copy. The AI is able to learn from user input and create custom frameworks that can be used to write better copy.,122744.000,75946.000,55714.000,182.441,0.446,0.105,0.620,4.815,4.460,1.050,6.200
What on earth?,Content Creation,Story Teller,https://whatonearth.xyz,WhatOnEarth.xyz is a search engine that allows users to search the internet for information on any topic. The site also provides an AI service that allows users to find information on any topic they are interested in.,97732.000,26320.000,150365.000,60.637,0.584,0.819,0.265,4.799,5.840,8.190,2.650
HTTPie AI,Coding,Developer Tools,https://httpie.io,making apis simple and intuitive for those building the tools of our time.,84448.000,46412.000,94013.000,87.547,0.536,0.634,0.371,4.798,5.360,6.340,3.710
PolitePost,Marketing,Email Assistant,https://politepost.net,"make sure your emails are professional and suitable for the workplace.  write your draft with all your slang and expletives, and our ai bot will rewrite and clean up the text.  professional emails in seconds.",115865.000,68521.000,43928.000,200.197,0.411,0.080,0.665,4.795,4.110,0.800,6.650
Magicreach,Marketing,Email Assistant,https://magicreach.ai,reach is an outreach personalization and sales enablement tool that generates hyper personalized icebreakers for cold outreach. faster email personalization that gets replies.,20297.000,16623.000,21347.000,238.108,0.247,0.586,0.743,4.793,2.470,5.860,7.430
Moveworks,Industry-specific,Human Resources,https://moveworks.com,reduce costs and improve employee experience with the first platform that uses ai to solve issues and prevent problems at work. supporting your employees is now effortless.,70174.000,63656.000,77985.000,101.170,0.507,0.631,0.406,4.790,5.070,6.310,4.060
SocialBu,Marketing,Social Media Assistant,https://socialbu.com,"socialbu is an easy to use social media management and automation tool. manage and automate your social media across facebook, twitter, instagram, and linkedin.",125112.000,78187.000,93367.000,115.540,0.532,0.275,0.459,4.771,5.320,2.750,4.590
Yip,Customer Support,Education Assistant,https://yippity.io,The AI service provided by the website at https://yippity.io is a tool that automatically converts your notes into quizzes or flashcards.,25667.000,51313.000,51745.000,106.950,0.430,0.897,0.421,4.731,4.300,8.970,4.210
texti,Content Creation,Copywriting,https://texti.app,"an ai copyright helper, in your browser. always by your side! helps your content strategy to grow for you! just makes it for you!",67279.000,106084.000,101696.000,69.987,0.547,0.815,0.295,4.730,5.470,8.150,2.950
Pollinations,Design,Image Generator,https://pollinations.ai,generate art,398649.000,250296.000,194046.000,88.114,0.619,0.120,0.373,4.707,6.190,1.200,3.730
Replicastudios,Productivity,Text To Speech,https://replicastudios.com,synthesize ai voice for your creative projects. create naturally expressive voice performances with a replica voice.,88071.000,86321.000,100211.000,80.209,0.542,0.656,0.335,4.706,5.420,6.560,3.350
Ideabuddy,Industry-specific,Startup,https://ideabuddy.com,ideabuddy is an innovative business planning software that helps aspiring entrepreneurs develop their ideas and start a business.,28298.000,20102.000,16588.000,330.261,0.207,0.173,0.871,4.692,2.070,1.730,8.710
Sitekick,Coding,Low-code/no-code,https://sitekick.ai,"sitekick allows you to create beautiful landing pages. without the need for coding, design or copywriting skills.",286218.000,170720.000,160391.000,95.963,0.592,0.151,0.393,4.683,5.920,1.510,3.930
Rephrase,Productivity,Personalized Videos,https://rephrase.ai,"ai-powered synthetic video creation platform that converts your plain text into highly engaging, professional-quality videos within minutes.",151210.000,150801.000,124353.000,91.907,0.566,0.341,0.376,4.675,5.660,3.410,3.760
Neural Canvas,Content Creation,Story Teller,https://neuralcanvas.io,"express your creativity with the support of ai - create ai generated illustrations for your comics, blogposts, e-book, graphic novels and more.",53304.000,42478.000,38155.000,185.553,0.378,0.256,0.630,4.666,3.780,2.560,6.300
Letterdrop,Marketing,SEO,https://letterdrop.com,"create and distribute 32% more content, faster, with fewer headaches. letterdrop streamlines and automates your content operations.",25489.000,35272.000,37146.000,129.311,0.373,0.797,0.498,4.654,3.730,7.970,4.980
Stock AI,Design,Image Generator,https://stockai.com,the domain name stockai.com is for sale. make an offer or buy it now at a set price.,413691.000,509785.000,145187.000,107.072,0.579,0.067,0.423,4.654,5.790,0.670,4.230
AI Data Sidekick,Coding,SQL,https://airops.com,"airops helps operators unlock the data they need to create powerful analyses, workflows, and internal tools in minutes.",80485.000,124327.000,85084.000,85.048,0.522,0.594,0.360,4.644,5.220,5.940,3.600
Poly ai,Customer Support,Customer Support,https://poly.ai/,"consistently deliver your best brand experience, achieve accurate resolution and uncover data-driven business opportunities",59518.000,67673.000,93078.000,68.091,0.531,0.832,0.287,4.635,5.310,8.320,2.870
Typli,Marketing,SEO,https://typli.ai,"typli.ai is the next-generator ai writer tool which combines ai content generation, and seo assistant, it will help digital marketers generate ai articles",29668.000,46198.000,42519.000,114.948,0.401,0.787,0.458,4.624,4.010,7.870,4.580
Nuclia,Coding,Developer Tools,https://nuclia.com,"nuclia automatically indexes unstructured data from any source, providing the right answers. nuclia brings ai to the search bar. get started free!",67711.000,53482.000,46679.000,157.598,0.420,0.236,0.566,4.600,4.200,2.360,5.660
BrameWork,Marketing,SEO,https://bramework.com,"for bloggers, freelance writers and agencies, bramework is an ai writer that helps you write seo-friendly blogs in a fraction of the time.",51803.000,49251.000,54384.000,113.271,0.441,0.581,0.449,4.582,4.410,5.810,4.490
Adept,Industry-specific,Research,https://adept.ai,adept is an ml research and product lab building general intelligence by enabling humans and computers to work together creatively.,710546.000,390201.000,223899.000,77.742,0.640,0.053,0.330,4.573,6.400,0.530,3.300
SummerEyes,Content Creation,Summarizer,https://summereyes.ai,summarise any text on the internet. instantly.,24332.000,27778.000,29431.000,163.628,0.308,0.712,0.579,4.568,3.080,7.120,5.790
Dream Up (Deviant Art),Design,Art,https://www.dreamup.com,the deviantart dreamup™ ai-art generator lets you create ai-art safely and fairly.,91711.000,50979.000,42968.000,169.345,0.403,0.113,0.602,4.536,4.030,1.130,6.020
Summate,Content Creation,Summarizer,https://summate.it,on demand web article summarization using openai.,16488.000,67170.000,30752.000,130.036,0.328,0.885,0.499,4.521,3.280,8.850,4.990
Magician (Figma),Design,Design Assistant,https://magician.design/,The AI service provided by the website at https://magician.design/ is a tool that allows users to design with the power of AI. This tool can be used to do everything from copywriting to generating unique icons from text.,96908.000,101118.000,116516.000,60.103,0.554,0.709,0.260,4.519,5.540,7.090,2.600
JustLearn,Productivity,Life Assistant,https://justlearn.com,ready to learn languages? justlearn editors have researched the best ways to learn languages fast. find the latest information about language learning.,265227.000,211973.000,213311.000,58.373,0.629,0.326,0.257,4.499,6.290,3.260,2.570
Wombo,Design,Art,https://www.wombo.art,"create beautiful artwork using the power of ai. enter a prompt, pick an art style and watch wombo dream turn your idea into an ai-powered painting in seconds.",272602.000,222263.000,142643.000,85.377,0.577,0.141,0.363,4.478,5.770,1.410,3.630
Buildt,Coding,Code Assistant,https://www.buildt.ai,,87900.000,33338.000,64790.000,114.091,0.478,0.263,0.454,4.469,4.780,2.630,4.540
Mirageml,Design,3D,https://www.mirageml.com,mirage reinvented the 3d canvas to give creatives complete control when using ai to create designs.,33983.000,46862.000,32372.000,156.524,0.342,0.491,0.561,4.445,3.420,4.910,5.610
